56, 196
55, 216
55, 237
59, 259
65, 279
74, 298
86, 315
99, 329
118, 334
141, 332
164, 321
186, 306
203, 288
214, 267
218, 242
219, 217
219, 192
56, 189
61, 179
73, 177
85, 179
97, 185
122, 185
139, 177
157, 175
175, 178
189, 188
111, 197
109, 214
108, 230
106, 247
93, 249
100, 255
110, 259
122, 254
132, 249
69, 199
77, 193
87, 193
97, 200
87, 202
77, 202
137, 199
148, 192
159, 192
170, 197
160, 201
149, 201
89, 270
97, 268
105, 269
114, 271
125, 269
140, 269
154, 271
140, 284
126, 289
115, 290
105, 288
97, 282
93, 271
105, 272
114, 274
125, 273
150, 271
125, 279
114, 280
105, 278
