60, 200
62, 222
66, 245
70, 267
75, 288
85, 306
100, 319
119, 329
142, 333
167, 329
189, 319
208, 305
220, 287
226, 266
230, 244
233, 221
235, 198
73, 184
83, 173
98, 171
114, 173
129, 179
151, 178
167, 171
184, 168
202, 170
214, 180
140, 193
140, 207
139, 221
138, 235
125, 247
132, 250
140, 252
148, 250
157, 248
92, 201
100, 196
111, 195
121, 201
110, 204
100, 204
165, 200
174, 194
185, 194
194, 198
186, 202
175, 202
111, 278
120, 270
130, 265
140, 268
149, 266
159, 270
170, 278
159, 284
149, 286
139, 287
129, 287
120, 284
116, 277
130, 274
140, 275
149, 274
165, 277
148, 275
139, 276
129, 275
