85, 111
87, 126
91, 141
94, 155
99, 170
108, 183
119, 193
132, 201
146, 203
160, 201
173, 192
184, 181
192, 168
196, 153
200, 139
202, 123
203, 108
94, 106
102, 100
112, 97
123, 97
133, 99
152, 99
162, 97
173, 96
183, 98
191, 104
144, 107
144, 117
145, 127
145, 138
133, 144
139, 146
145, 148
151, 146
157, 144
107, 112
114, 108
121, 107
128, 111
121, 113
114, 113
159, 111
165, 107
173, 107
179, 111
173, 113
166, 112
124, 166
132, 161
140, 159
146, 160
152, 159
159, 161
166, 166
159, 171
152, 174
146, 175
139, 175
132, 172
128, 166
139, 164
146, 165
152, 164
162, 166
152, 166
145, 167
139, 166
