42, 173
46, 200
51, 228
57, 253
67, 276
86, 292
109, 303
136, 308
164, 307
190, 303
213, 295
232, 283
245, 266
251, 244
253, 220
255, 195
257, 170
63, 138
75, 121
94, 113
115, 112
136, 119
163, 117
184, 111
205, 110
224, 117
236, 133
153, 141
153, 155
153, 168
153, 182
131, 203
142, 205
154, 208
164, 205
175, 202
87, 158
98, 149
112, 148
125, 155
112, 158
99, 159
179, 154
191, 146
205, 147
215, 155
205, 157
192, 156
121, 244
131, 229
144, 222
155, 225
167, 222
180, 228
193, 242
181, 242
169, 243
158, 244
146, 244
134, 243
127, 241
144, 235
156, 235
167, 234
187, 240
168, 232
157, 232
145, 232
