52, 180
54, 205
57, 230
61, 255
69, 279
83, 300
101, 318
125, 333
154, 336
182, 332
206, 318
224, 299
236, 276
241, 250
243, 224
245, 197
246, 171
69, 168
79, 156
97, 150
115, 151
133, 156
164, 153
181, 146
199, 144
217, 149
229, 163
148, 172
149, 188
150, 204
150, 222
132, 234
141, 237
151, 239
161, 236
170, 233
89, 181
99, 173
111, 173
122, 181
110, 184
98, 184
176, 179
186, 170
198, 169
208, 176
199, 180
187, 181
113, 269
126, 262
140, 259
152, 261
164, 259
178, 260
193, 266
179, 278
166, 282
153, 283
141, 282
127, 277
120, 269
140, 268
152, 269
164, 268
187, 267
165, 268
153, 269
141, 268
