60, 177
61, 201
64, 226
68, 250
75, 272
88, 291
108, 304
129, 315
153, 317
177, 317
198, 307
215, 292
228, 273
234, 251
238, 228
241, 205
242, 182
79, 159
89, 143
107, 135
126, 135
144, 140
168, 140
186, 135
206, 136
223, 145
231, 162
155, 159
155, 172
155, 185
155, 200
139, 216
147, 218
155, 220
163, 218
171, 216
100, 165
110, 159
122, 158
133, 166
122, 168
110, 169
177, 165
188, 159
200, 159
209, 166
200, 169
188, 168
120, 250
133, 243
146, 240
155, 242
165, 240
178, 244
188, 251
178, 258
166, 261
156, 262
146, 261
133, 258
126, 251
146, 250
155, 251
165, 250
183, 251
166, 249
156, 250
146, 249
