54, 171
53, 196
53, 221
55, 246
60, 270
72, 292
89, 311
112, 327
141, 331
171, 330
196, 319
215, 302
228, 282
236, 260
241, 235
244, 211
245, 186
70, 155
82, 143
100, 140
117, 145
134, 152
171, 154
188, 149
205, 148
222, 153
231, 167
152, 173
152, 188
151, 203
151, 218
130, 231
139, 234
148, 238
158, 236
167, 234
91, 175
100, 168
114, 169
125, 178
113, 180
99, 179
178, 182
189, 174
202, 175
211, 184
202, 186
189, 185
110, 262
123, 256
137, 253
147, 256
157, 255
170, 260
182, 270
168, 278
155, 280
144, 280
134, 278
121, 273
116, 264
136, 263
146, 265
156, 265
176, 270
155, 266
145, 266
135, 264
