45, 179
46, 209
50, 239
55, 268
63, 296
77, 321
96, 343
121, 360
151, 363
180, 358
203, 341
221, 319
235, 294
242, 266
245, 237
248, 207
249, 178
56, 169
67, 153
86, 146
107, 146
127, 152
165, 154
186, 147
206, 147
225, 153
237, 168
148, 180
149, 202
151, 224
153, 246
130, 254
140, 258
151, 261
161, 258
170, 254
80, 182
91, 175
106, 175
119, 185
105, 189
90, 189
175, 185
188, 176
202, 176
214, 183
203, 189
189, 189
105, 287
123, 284
138, 283
150, 285
161, 282
175, 283
189, 286
175, 297
162, 302
149, 304
137, 303
122, 299
112, 289
137, 291
150, 292
162, 290
183, 287
161, 288
149, 290
137, 289
