54, 185
56, 211
59, 236
63, 260
69, 284
83, 303
102, 318
123, 330
147, 334
172, 330
195, 317
215, 301
231, 281
238, 257
241, 232
244, 206
246, 181
72, 171
83, 159
100, 155
117, 156
135, 161
162, 161
180, 155
198, 152
216, 154
228, 166
148, 176
147, 191
147, 207
146, 223
131, 238
139, 240
148, 242
156, 240
165, 238
94, 182
103, 177
115, 176
126, 181
115, 184
103, 185
173, 180
183, 174
195, 174
205, 179
195, 183
183, 182
115, 270
126, 262
138, 258
147, 260
156, 257
169, 262
181, 268
170, 275
157, 279
147, 280
138, 280
126, 276
120, 270
138, 266
147, 267
157, 266
177, 268
157, 266
147, 267
138, 266
