44, 177
47, 208
54, 238
61, 266
71, 293
89, 315
111, 332
135, 346
162, 348
188, 344
209, 328
228, 309
242, 285
250, 258
255, 231
260, 203
262, 174
68, 168
82, 156
102, 153
122, 155
142, 159
177, 159
196, 154
214, 151
232, 154
244, 167
162, 181
163, 198
164, 216
165, 235
143, 245
154, 248
164, 250
173, 247
181, 244
93, 184
104, 178
119, 178
129, 186
118, 190
104, 190
188, 184
198, 177
212, 177
222, 182
213, 188
200, 188
126, 283
138, 275
152, 271
162, 273
173, 270
185, 273
195, 281
186, 290
175, 295
163, 296
152, 296
139, 291
132, 283
152, 281
163, 282
174, 280
190, 281
174, 281
163, 283
152, 282
