52, 204
54, 232
57, 260
60, 287
68, 312
85, 331
106, 348
129, 361
155, 365
180, 360
203, 346
223, 328
239, 307
246, 283
249, 256
251, 230
252, 204
68, 193
81, 176
101, 169
123, 170
144, 177
164, 177
186, 171
207, 167
227, 173
238, 190
154, 192
154, 210
154, 228
153, 247
132, 256
143, 260
154, 265
166, 261
177, 257
94, 195
105, 191
118, 190
130, 196
118, 197
106, 197
181, 196
192, 190
204, 190
214, 195
205, 197
193, 197
111, 286
125, 279
141, 276
154, 279
168, 276
184, 280
198, 287
184, 303
169, 311
154, 313
140, 311
124, 302
117, 287
141, 284
154, 286
168, 284
192, 289
169, 297
155, 299
141, 297
