51, 188
54, 212
58, 236
65, 260
75, 283
89, 303
109, 319
134, 328
162, 330
190, 325
213, 314
230, 296
240, 274
245, 251
249, 227
251, 203
251, 180
70, 155
80, 140
97, 132
115, 132
134, 137
166, 135
184, 129
204, 128
221, 135
232, 150
152, 159
154, 174
155, 189
156, 204
137, 226
147, 227
156, 228
166, 226
174, 224
89, 176
100, 171
113, 170
126, 174
113, 177
101, 179
177, 172
190, 167
202, 167
213, 172
203, 176
190, 175
119, 262
134, 250
147, 243
157, 245
166, 242
180, 248
195, 258
181, 266
168, 270
158, 272
148, 272
135, 269
125, 261
147, 256
157, 257
167, 255
189, 258
167, 256
157, 258
148, 257
