41, 192
43, 221
47, 249
51, 277
62, 303
78, 324
99, 339
123, 350
150, 353
178, 352
203, 343
225, 327
242, 304
253, 277
257, 247
259, 216
260, 186
67, 163
79, 151
98, 145
117, 146
136, 150
167, 148
185, 142
204, 140
222, 146
235, 157
152, 168
152, 187
152, 207
153, 227
135, 239
143, 243
153, 245
162, 243
171, 239
89, 177
100, 170
112, 169
123, 174
112, 177
100, 178
181, 173
192, 166
204, 167
215, 173
204, 175
193, 175
111, 274
125, 269
139, 267
152, 269
165, 267
179, 268
195, 273
180, 284
165, 286
151, 287
139, 286
124, 284
118, 274
139, 274
152, 276
165, 275
188, 274
165, 274
152, 274
139, 274
