number,name,link,image,position,club,birthplace,height,mv,age
,Kubat Ceyhun Sari,457776,https://img.a.transfermarkt.technology/portrait/big/457776-1476124215.jpg,Left-Back,Kullar 1975 Spor,Sakarya,,,24
14,Osman Göktug Cebeci,457885,https://img.a.transfermarkt.technology/portrait/big/457885-1664057534.jpg,Attacking Midfield,Yomra Spor,Sakarya,178,,25
,Mehmet Avci,458020,https://img.a.transfermarkt.technology/portrait/big/458020-1472946305.jpg,Right Winger,Sapanca Genclikspor,Sakarya,173,,26
,Arda Berberoglu,458116,https://img.a.transfermarkt.technology/portrait/big/458116-1473014890.jpg,midfield,Beyköy Belediyespor,Sakarya,,,24
,Enes Gür,458811,https://img.a.transfermarkt.technology/portrait/big/458811-1658252163.png,Goalkeeper,Anadolu Üniversitesi,Sakarya,,,26
,Berat Sahiner,462781,https://img.a.transfermarkt.technology/portrait/big/462781-1555944767.jpeg,Left-Back,,Sakarya,177,,24
54,Taha Tepe,477924,https://img.a.transfermarkt.technology/portrait/big/477924-1630524505.png,Goalkeeper,Trabzonspor,Sakarya,186,75000,21
,Gazanfer Aydin,49077,https://img.a.transfermarkt.technology/portrait/big/49077-1472596765.jpg,Left Midfield,,Sakarya,178,,34
,Alisan Ural,49084,https://img.a.transfermarkt.technology/portrait/big/49084-1463927400.jpg,Centre-Back,Torosgücü,Sakarya,,,34
,Burak Agaoglu,510482,https://img.a.transfermarkt.technology/portrait/big/510482-1579885444.jpg,Attacking Midfield,Bartinspor,Sakarya,,,23
,Erol Tirpan,52280,https://img.a.transfermarkt.technology/portrait/big/52280-1586777397.jpg,Goalkeeper,,Sakarya,,,42
17,Alihan Bel,537613,https://img.a.transfermarkt.technology/portrait/big/537613-1600893396.jpg,Right Winger,Adiyaman FK,Sakarya,179,,21
54,Furkan Özcan,539832,https://img.a.transfermarkt.technology/portrait/big/539832-1550318785.jpeg,Centre-Back,Tarsus Idman Yurdu,Sakarya,181,100000,23
88,Nurullah Serbest,543884,https://img.a.transfermarkt.technology/portrait/big/543884-1635542672.png,Right-Back,68 Aksaray Belediye Spor,Sakarya,,,24
,Görkem Simsek,562723,https://img.a.transfermarkt.technology/portrait/big/562723-1612376482.jpg,Central Midfield,,Sakarya,,25000,23
,Emirhan Odabasi,568008,https://img.a.transfermarkt.technology/portrait/big/568008-1659560542.png,Centre-Forward,Arifiye Kalayci Spor,Sakarya,,,24
,Atakan Utku,568360,https://img.a.transfermarkt.technology/portrait/big/568360-1654901161.png,midfield,Anadolu Üniversitesi,Sakarya,,,23
,Ahmet Zeki Barlas,577787,https://img.a.transfermarkt.technology/portrait/big/577787-1658574767.jpg,Centre-Forward,Görükle Ipekspor,Sakarya,,,23
,Aykut Yildiz,583924,https://img.a.transfermarkt.technology/portrait/big/583924-1540159740.jpg,Goalkeeper,,Sakarya,189,,24
,Yasin Görkem Arslan,58511,https://img.a.transfermarkt.technology/portrait/big/58511-1595299045.jpeg,Central Midfield,Inegöl Kafkas Genclikspor,Sakarya,182,,33
,Cüneyt Celik,58528,https://img.a.transfermarkt.technology/portrait/big/58528-1464038970.jpg,Goalkeeper,,Sakarya,,,34
,Ergin Ersin,58538,https://img.a.transfermarkt.technology/portrait/big/58538-1645904142.png,Left Winger,Babaeskispor,Sakarya,178,,34
,Sinan Pektemek,58603,https://img.a.transfermarkt.technology/portrait/big/58603-1472946021.jpg,Centre-Forward,,Sakarya,176,,39
3,Saban Özel,58659,https://img.a.transfermarkt.technology/portrait/big/58659-1489328716.jpeg,Left-Back,GMG Kastamonuspor ,Sakarya,178,75000,34
2,Erdem Özgenc,58855,https://img.a.transfermarkt.technology/portrait/big/58855-1572951600.jpg,Right-Back,Pendikspor,Sakarya,177,150000,38
54,Furkan Birdal,612897,https://img.a.transfermarkt.technology/portrait/big/612897-1638210460.jpg,Central Midfield,Somaspor,Sakarya,170,,24
54,Tugay Keles,613080,https://img.a.transfermarkt.technology/portrait/big/613080-1664067664.png,Centre-Forward,Karaman FK,Sakarya,192,,24
,Olcay Meydan,615106,https://img.a.transfermarkt.technology/portrait/big/615106-1609882268.jpg,Right-Back,,Sakarya,180,10000,24
54,Umut Ayar,615165,https://img.a.transfermarkt.technology/portrait/big/615165-1662038858.png,Right Winger,Büyükcekmece Tepecik Spor,Sakarya,180,,21
,Osman Kerem Akyol,617243,https://img.a.transfermarkt.technology/portrait/big/617243-1587308764.png,Centre-Back,Cankurtaran,Sakarya,,,22
1,Hüseyin Arslan,617279,https://img.a.transfermarkt.technology/portrait/big/617279-1661905272.png,Goalkeeper,Karacabey Belediye Spor,Sakarya,193,25000,22
,Selcuk Köytepe,62664,https://img.a.transfermarkt.technology/portrait/big/62664-1480166800.jpeg,Left-Back,,Sakarya,176,,36
,Furkan Karabas,647902,https://img.a.transfermarkt.technology/portrait/big/647902-1602372915.jpg,Left Winger,Adana 1954 FK,Sakarya,174,,22
10,Mehmet Akyüz,64997,https://img.a.transfermarkt.technology/portrait/big/64997-1604406075.jpg,Centre-Forward,Corum FK,Sakarya,187,100000,36
,Ersin Sabir,652451,https://img.a.transfermarkt.technology/portrait/big/652451-1581466732.jpg,Left-Back,Sakarya Erenlerspor,Sakarya,,,21
,Mirzacan Yildirim,660374,https://img.a.transfermarkt.technology/portrait/big/660374-1657301325.jpg,Left Winger,Inegöl Kafkas Genclikspor,Sakarya,187,,22
3,Emir Köksal,667392,https://img.a.transfermarkt.technology/portrait/big/667392-1658000575.jpg,Left-Back,Igdir FK,Sakarya,180,100000,20
,Muhammet Ensar Kolat,668108,https://img.a.transfermarkt.technology/portrait/big/668108-1557864947.jpg,Centre-Back,Etispor,Sakarya,186,,22
,Enes Kilic,668353,https://img.a.transfermarkt.technology/portrait/big/668353-1557061449.jpg,Goalkeeper,,Sakarya,190,,22
,Yunus Emre Bulut,669802,https://img.a.transfermarkt.technology/portrait/big/669802-1589124054.jpg,midfield,,Sakarya,,,32
,Tamer Yilmaz,670689,https://img.a.transfermarkt.technology/portrait/big/670689-1639005233.png,Centre-Forward,Muglaspor,Sakarya,,,25
,Yasin Türk,671270,https://img.a.transfermarkt.technology/portrait/big/671270-1563910261.jpg,Right Winger,,Sakarya,175,,23
,Cemal Sahin,671920,https://img.a.transfermarkt.technology/portrait/big/671920-1581466897.jpg,Goalkeeper,,Sakarya,,,33
11,Kaan Kirci,672732,https://img.a.transfermarkt.technology/portrait/big/672732-1661949977.png,Left Winger,Nigde Anadolu FK,Sakarya,,25000,21
24,Baris Uzun,672799,https://img.a.transfermarkt.technology/portrait/big/672799-1661507243.png,Right-Back,Nigde Anadolu FK,Sakarya,176,25000,22
25,Cihat Aktas,672800,https://img.a.transfermarkt.technology/portrait/big/672800-1636295787.png,Centre-Back,1922 Konyaspor,Sakarya,186,25000,21
,Cem Sayar,672801,https://img.a.transfermarkt.technology/portrait/big/672801-1557865335.jpg,Right Winger,Sultanbeyli Belediye Spor,Sakarya,181,,22
,Ali Artun Özdemir,681770,https://img.a.transfermarkt.technology/portrait/big/681770-1561562384.jpg,midfield,,Sakarya,,,28
,Emre Uzunca,68260,https://img.a.transfermarkt.technology/portrait/big/68260-1464390081.jpg,Defensive Midfield,AS Akyazispor,Sakarya,,,34
,Orhan Ak,6860,https://img.a.transfermarkt.technology/portrait/big/6860-1533507381.jpeg,Centre-Back,,Sakarya,179,,42
,Kemal Simsek,686658,https://img.a.transfermarkt.technology/portrait/big/686658-1586015776.jpg,Defender,,Sakarya,,,31
,Tuncay Sanli,6934,https://img.a.transfermarkt.technology/portrait/big/6934-1590027162.jpeg,Left Winger,,Sakarya,182,,40
,Ilhan Var,6958,https://img.a.transfermarkt.technology/portrait/big/6958-1561295516.jpg,Left Midfield,,Sakarya,182,,42
,Cagri Topal,696662,https://img.a.transfermarkt.technology/portrait/big/696662-1580559542.jpg,Centre-Forward,Sakarya Erenlerspor,Sakarya,,,21
,Mert Can Bilaloglu,696670,https://img.a.transfermarkt.technology/portrait/big/696670-1600806930.jpg,Right Winger,Boluspor,Sakarya,183,25000,21
,Mert Meric Köstereli,696671,https://img.a.transfermarkt.technology/portrait/big/696671-1585675774.jpeg,Centre-Back,Boluspor,Sakarya,184,25000,21
48,Tamer Asik,696955,https://img.a.transfermarkt.technology/portrait/big/696955-1610246272.jpg,Left-Back,Belediye Derince Spor,Sakarya,174,50000,21
11,Hasan Basri Ünal,700009,https://img.a.transfermarkt.technology/portrait/big/700009-1662217753.jpg,Left Winger,Darica Genclerbirligi,Sakarya,184,50000,20
,Onur Topcu,700854,https://img.a.transfermarkt.technology/portrait/big/700854-1633644239.jpg,Left-Back,Cubukspor,Sakarya,,,28
54,Enes Tok,700856,https://img.a.transfermarkt.technology/portrait/big/700856-1633200281.jpg,Central Midfield,68 Aksaray Belediye Spor,Sakarya,176,,23
20,Emre Kilic,702794,https://img.a.transfermarkt.technology/portrait/big/702794-1567637239.jpg,Central Midfield,Hendek Spor,Sakarya,178,,23
,Ömer Faruk Yaylaci,705255,https://img.a.transfermarkt.technology/portrait/big/705255-1569106456.jpg,Centre-Back,,Sakarya,194,10000,23
16,Ömer Faruk Yilmaz,705256,https://img.a.transfermarkt.technology/portrait/big/705256-1569106504.jpg,Defensive Midfield,Arnavutköy Belediyesi Genclik Ve Spor,Sakarya,,50000,24
54,Talha Özcan,705507,https://img.a.transfermarkt.technology/portrait/big/705507-1587406189.jpg,Defensive Midfield,Cankaya FK,Sakarya,180,,22
,Mustafa Sert,7081,https://img.a.transfermarkt.technology/portrait/big/7081-1551263247.jpg,Centre-Back,,Sakarya,180,,42
,Okan Koc,7182,https://img.a.transfermarkt.technology/portrait/big/7182-1468236522.jpg,Right Winger,,Sakarya,183,,40
,Muhammed Enes Celikarslan,719264,https://img.a.transfermarkt.technology/portrait/big/719264-1573673545.png,Centre-Back,,Sakarya,,,20
,Metehan Bozkurt,721443,https://img.a.transfermarkt.technology/portrait/big/721443-1581796516.png,Right Winger,Tokatspor,Sakarya,,,22
54,Polat Keklik,746661,https://img.a.transfermarkt.technology/portrait/big/746661-1583269696.jpg,Centre-Forward,Malatya Arguvan Spor Kulübü,Sakarya,190,25000,22
,Abdülkadir Balkaya,775448,https://img.a.transfermarkt.technology/portrait/big/775448-1588940618.jpg,Defender,,Sakarya,,,37
,Musa Yilmazer,78236,https://img.a.transfermarkt.technology/portrait/big/78236-1464461631.jpg,Right Winger,Izmirspor,Sakarya,178,,35
,Sefa Kalaylar,784173,https://img.a.transfermarkt.technology/portrait/big/784173-1591874262.jpg,Centre-Forward,,Sakarya,,,20
34,Melih Kilic,804135,https://img.a.transfermarkt.technology/portrait/big/804135-1637518694.jpg,Centre-Forward,Batman Petrolspor,Sakarya,184,,28
,Abdullah Cengiz,805023,https://img.a.transfermarkt.technology/portrait/big/805023-1661618742.png,Right-Back,Nigde Anadolu FK,Sakarya,,,21
,Eray Dursun,805035,https://img.a.transfermarkt.technology/portrait/big/805035-1601726941.jpeg,Goalkeeper,,Sakarya,190,25000,21
,Oguzhan Kol,808478,https://img.a.transfermarkt.technology/portrait/big/808478-1659051545.jpg,Centre-Back,Hendek Spor,Sakarya,,,23
54,Atakan Müjde,815014,https://img.a.transfermarkt.technology/portrait/big/815014-1629970534.png,Central Midfield,Yeni Malatyaspor,Sakarya,182,150000,18
99,Yasin Uzunoglu,815195,https://img.a.transfermarkt.technology/portrait/big/815195-1602094300.jpg,Centre-Forward,Beyoglu Yeni Carsi FK,Sakarya,,,19
,Yusuf Efe Secgin,822675,https://img.a.transfermarkt.technology/portrait/big/822675-1605565759.jpg,Centre-Forward,Rize Özel Idare Spor,Sakarya,183,,22
54,Berkay Caymaz,826425,https://img.a.transfermarkt.technology/portrait/big/826425-1608916432.jpg,Central Midfield,Sapanca Genclikspor,Sakarya,182,,20
33,Berat Pinar,831948,https://img.a.transfermarkt.technology/portrait/big/831948-1664103873.png,Left-Back,Sakaryaspor,Sakarya,,125000,20
54,Azat Tarim,852801,https://img.a.transfermarkt.technology/portrait/big/852801-1610194560.jpg,Left Winger,Usak Spor,Sakarya,168,25000,19
30,Yusa Tigrak,856738,https://img.a.transfermarkt.technology/portrait/big/856738-1664103753.png,Goalkeeper,Sakaryaspor,Sakarya,191,25000,19
,Berat Is,887483,https://img.a.transfermarkt.technology/portrait/big/887483-1642288384.png,Centre-Forward,Hendek Spor,Sakarya,,,20
,Furkan Aydin,90932,https://img.a.transfermarkt.technology/portrait/big/90932-1460821572.jpg,Centre-Forward,,Sakarya,190,,31
,Kerem Eryilmaz,90935,https://img.a.transfermarkt.technology/portrait/big/90935-1647193253.png,Central Midfield,Adana 1954 FK,Sakarya,176,,32
,Sefer Sever,91942,https://img.a.transfermarkt.technology/portrait/big/91942-1537032998.jpg,Right Winger,Izmirspor,Sakarya,170,,31
,Arif Simsir,920118,https://img.a.transfermarkt.technology/portrait/big/920118-1660044993.png,Goalkeeper,Altinordu FK U19,Sakarya,195,,17
10,Secim Can Koc,921098,https://img.a.transfermarkt.technology/portrait/big/921098-1636293911.jpg,Centre-Forward,1922 Konyaspor,Sakarya,,,25
,Oguz Cetin,92221,https://img.a.transfermarkt.technology/portrait/big/92221-1570890968.png,Central Midfield,,Sakarya,183,,59
,Aykut Kocaman,92225,https://img.a.transfermarkt.technology/portrait/big/92225-1570889892.png,Centre-Forward,,Sakarya,174,,57
,Bülent Uygun,92240,https://img.a.transfermarkt.technology/portrait/big/92240-1570890260.jpeg,Attacking Midfield,,Sakarya,178,,51
,Recep Cetin,92275,https://img.a.transfermarkt.technology/portrait/big/92275-1633779623.png,Right-Back,,Sakarya,170,,56
,Rahim Zafer,92294,https://img.a.transfermarkt.technology/portrait/big/92294-1609635522.jpeg,Sweeper,,Sakarya,183,,51
19,Hakan Berkant Yilmaz,930109,https://img.a.transfermarkt.technology/portrait/big/930109-1633462622.jpg,Centre-Forward,Hendek Spor,Sakarya,185,,19
97,Ömer Faruk Söyler,931370,https://img.a.transfermarkt.technology/portrait/big/931370-1643571233.png,midfield,Eskisehirspor,Sakarya,,50000,19
,Can Samet Papatya,935452,https://img.a.transfermarkt.technology/portrait/big/935452-1640214045.jpg,Left Winger,Budaklar Genclik Spor Kulübü,Sakarya,180,,21
,Berat Cetinkaya,94553,https://img.a.transfermarkt.technology/portrait/big/94553-1504218068.jpg,Centre-Back,Sapanca Genclikspor,Sakarya,186,75000,31
,Selahattin Sefa Yazar,947030,https://img.a.transfermarkt.technology/portrait/big/947030-1659049496.jpg,midfield,Hendek Spor,Sakarya,,,18
54,Baha Yetim,956457,https://img.a.transfermarkt.technology/portrait/big/956457-1661884927.png,Centre-Back,Bayrampasa Spor,Sakarya,188,,19
,Emirhan Taze,959747,https://img.a.transfermarkt.technology/portrait/big/959747-1652098045.jpg,Goalkeeper,Arifiye Kalayci Spor,Sakarya,185,,19
,Onur Demir,96328,https://img.a.transfermarkt.technology/portrait/big/96328-1636672153.jpg,Centre-Back,Gerede 1970 FK,Sakarya,,,33
54,Seymen Salih Adali,973937,https://img.a.transfermarkt.technology/portrait/big/973937-1661903284.jpg,Centre-Forward,Sivas Belediye Spor,Sakarya,,,18
,Gökhan Aslan,98116,https://img.a.transfermarkt.technology/portrait/big/98116-1463852601.jpg,Goalkeeper,,Sakarya,,,38
54,Muhammet Eren Kazanci,984013,https://img.a.transfermarkt.technology/portrait/big/984013-1662230162.jpg,Goalkeeper,Darica Genclerbirligi,Sakarya,194,,19
,Ercan Aykanat,58672,https://img.a.transfermarkt.technology/portrait/big/b_m_s_58672_2007_1.jpg,Goalkeeper,,Sakarya,196,,36
,Ömer Gündostu,8044,https://img.a.transfermarkt.technology/portrait/big/I_r_s_8044_2008_1.jpg,Centre-Back,,Sakarya,185,,46
,Barbaros Sahin,50670,https://img.a.transfermarkt.technology/portrait/big/L_m_s_50670_2007_1.jpg,Goalkeeper,,Sakarya,192,,34
,Yasin Celik,8039,https://img.a.transfermarkt.technology/portrait/big/o_Z_s_8039_2008_1.jpg,Right-Back,,Sakarya,175,,47
,Alpaslan Kartal,18545,https://img.a.transfermarkt.technology/portrait/big/s_18545_152_2010_1.jpg,Left-Back,,Sakarya,178,,45
,Birol Hikmet,58830,https://img.a.transfermarkt.technology/portrait/big/s_58830_1506_2010_1.jpg,Defensive Midfield,,Sakarya,178,,40
,Mahmut Hanefi Erdogdu,8235,https://img.a.transfermarkt.technology/portrait/big/u_e_s_8235_2006_1.jpg,Left-Back,,Sakarya,180,,39
,Kerem Ersen Arslan,45225,https://img.a.transfermarkt.technology/portrait/big/v_n_s_45225_2007_1.jpg,Goalkeeper,,Sakarya,,,34
,Gökdeniz Gemicioglu,1006949,https://img.a.transfermarkt.technology/portrait/big/1006949-1650817328.png,midfield,,Samsun,,,19
,Sahhan Bora Ilgen,1007752,https://img.a.transfermarkt.technology/portrait/big/1007752-1651019334.jpg,Centre-Back,Dersim Spor,Samsun,,,22
,Bedirhan Cetin,1017551,https://img.a.transfermarkt.technology/portrait/big/1017551-1660477838.png,Centre-Back,Samsunspor Youth,Samsun,,,16
,Mustafa Berk Özköroglu,1052395,https://img.a.transfermarkt.technology/portrait/big/1052395-1661626133.png,Centre-Forward,Karaköprü Belediye Spor,Samsun,181,,19
,Firat Sari,1052464,https://img.a.transfermarkt.technology/portrait/big/1052464-1662208634.png,Central Midfield,Manisa FK U19,Samsun,,,18
,Basaran Saracoglu,114749,https://img.a.transfermarkt.technology/portrait/big/114749-1475959493.jpg,Left-Back,Sungurlu Belediyesi Spor,Samsun,176,,30
55,Eren Yilmaz,114753,https://img.a.transfermarkt.technology/portrait/big/114753-1632613205.jpg,Goalkeeper,Elazig Karakocan FK,Samsun,,,29
55,Bahri Can Avci,114755,https://img.a.transfermarkt.technology/portrait/big/114755-1463153242.jpg,Right-Back,Sariyer,Samsun,,100000,30
,Yanki Sengün,114770,https://img.a.transfermarkt.technology/portrait/big/114770-1465499292.jpg,Left-Back,Samsun Büyüksehir Belediye Spor,Samsun,177,,30
,Süleyman Samet Akar,133090,https://img.a.transfermarkt.technology/portrait/big/133090-1496681060.jpeg,Goalkeeper,,Samsun,,,31
,Gökhan Özkan,139959,https://img.a.transfermarkt.technology/portrait/big/139959-1461516021.jpg,Centre-Forward,Sinopspor,Samsun,,,32
,Emre Atali,144200,https://img.a.transfermarkt.technology/portrait/big/144200-1471264190.jpg,Defender,,Samsun,,,34
9,Ugur Ugur,144203,https://img.a.transfermarkt.technology/portrait/big/144203-1536001779.jpg,Centre-Forward,Bergama Belediyespor,Samsun,178,,33
,Ismail Demir,144477,https://img.a.transfermarkt.technology/portrait/big/144477-1464467998.jpg,Centre-Forward,Degirmenderespor,Samsun,,,35
,Muharrem Ozan Cengiz,144493,https://img.a.transfermarkt.technology/portrait/big/144493-1567524884.jpg,Centre-Forward,,Samsun,186,,33
,Mehmet Kahvecioglu,144514,https://img.a.transfermarkt.technology/portrait/big/144514-1476549616.jpg,Centre-Back,,Samsun,,,32
,Ersin Köken,144518,https://img.a.transfermarkt.technology/portrait/big/144518-1659393665.jpg,Goalkeeper,Niksar Belediyespor,Samsun,,,35
,Ugur Sivri,144527,https://img.a.transfermarkt.technology/portrait/big/144527-1475959379.jpg,Right Winger,19 Mayis Belediye Spor,Samsun,,,35
,Seyit Ahmet Kurt,144625,https://img.a.transfermarkt.technology/portrait/big/144625-1475702910.jpg,Central Midfield,Havza Belediyespor,Samsun,179,,32
,Baransel Saglam,153760,https://img.a.transfermarkt.technology/portrait/big/153760-1487366821.jpeg,midfield,,Samsun,,,31
,Samet Candan,156044,https://img.a.transfermarkt.technology/portrait/big/156044-1468867107.jpg,Defensive Midfield,Gerze Belediye Spor,Samsun,,,30
,Sinan Ayar,157533,https://img.a.transfermarkt.technology/portrait/big/157533-1504467920.jpg,Left Midfield,Bafra 1988 Futbol Kulübü,Samsun,177,,35
,Ahmet Güven,157989,https://img.a.transfermarkt.technology/portrait/big/157989-1504300206.jpg,Centre-Forward,Samsun Büyüksehir Belediye Spor,Samsun,,,37
,Oguz Üstünel,159740,https://img.a.transfermarkt.technology/portrait/big/159740-1471729068.jpg,Defensive Midfield,,Samsun,170,,33
,Metin Depe,16064,https://img.a.transfermarkt.technology/portrait/big/16064-1408025824.JPG,Centre-Back,,Samsun,186,,41
,Recep Demir,169831,https://img.a.transfermarkt.technology/portrait/big/169831-1464475497.jpg,Defensive Midfield,Bigaspor,Samsun,,,34
,Fazli Arslan,170087,https://img.a.transfermarkt.technology/portrait/big/170087-1471198554.jpg,Centre-Back,,Samsun,,,40
,Mehmet Özdilek,17126,https://img.a.transfermarkt.technology/portrait/big/17126-1598536714.jpg,Attacking Midfield,,Samsun,169,,56
,Mirac Barik,185767,https://img.a.transfermarkt.technology/portrait/big/185767-1586776484.jpg,Goalkeeper,,Samsun,,,35
,Abdulkadir Kaplan,185814,https://img.a.transfermarkt.technology/portrait/big/185814-1638728375.png,Centre-Forward,Niksar Belediyespor,Samsun,,,33
,Cengiz Uzunköse,186981,https://img.a.transfermarkt.technology/portrait/big/186981-1475955180.jpg,Goalkeeper,,Samsun,,,40
,Ali Yenilmez,189011,https://img.a.transfermarkt.technology/portrait/big/189011-1461789776.jpg,Centre-Back,Bursa Dogugücü Spor,Samsun,,,32
55,Ethem Pülgir,203309,https://img.a.transfermarkt.technology/portrait/big/203309-1652908826.png,Centre-Back,Inegölspor,Samsun,187,,29
16,Halil Ibrahim Peksen,239723,https://img.a.transfermarkt.technology/portrait/big/239723-1603820685.png,Right Winger,Nevsehir Belediye Spor,Samsun,175,,29
,Aykut Topal,239728,https://img.a.transfermarkt.technology/portrait/big/239728-1569871062.png,Centre-Back,,Samsun,181,,31
,Canberk Aydin,239732,https://img.a.transfermarkt.technology/portrait/big/239732-1572867817.jpg,Right-Back,,Samsun,170,50000,28
21,Dogan Erdogan,239733,https://img.a.transfermarkt.technology/portrait/big/239733-1624280534.jpg,Defensive Midfield,Fortuna Sittard,Samsun,182,1100000,26
,Mehmet Keles,247405,https://img.a.transfermarkt.technology/portrait/big/247405-1483216796.jpeg,Right Winger,,Samsun,183,,33
,Oguzhan Saracoglu,247412,https://img.a.transfermarkt.technology/portrait/big/247412-1475961836.jpg,Attacking Midfield,,Samsun,,,30
,Umut Dogru,247612,https://img.a.transfermarkt.technology/portrait/big/247612-1638729804.png,Left-Back,Canakkale Dardanel SK,Samsun,,,34
,Kazim Sayyar,248173,https://img.a.transfermarkt.technology/portrait/big/248173-1465498514.jpg,Left Winger,,Samsun,,,30
,Engin Olgun,251000,https://img.a.transfermarkt.technology/portrait/big/251000-1461008223.jpg,Goalkeeper,Carsambaspor,Samsun,190,,30
,Ferhat Macit,252780,https://img.a.transfermarkt.technology/portrait/big/252780-1464209249.jpg,Attacking Midfield,Bafra 1988 Futbol Kulübü,Samsun,,,29
85,Mert Danismaz,255531,https://img.a.transfermarkt.technology/portrait/big/255531-1664030938.png,Goalkeeper,Eynesil Belediyespor,Samsun,190,,27
41,Cantug Temel,257791,https://img.a.transfermarkt.technology/portrait/big/257791-1476123947.jpg,Goalkeeper,Amed SK,Samsun,189,50000,28
55,Ercan Yazici,257871,https://img.a.transfermarkt.technology/portrait/big/257871-1610208553.jpg,Centre-Back,Boluspor,Samsun,178,75000,27
,Sahin Gizlenci,259040,https://img.a.transfermarkt.technology/portrait/big/259040-1463780158.jpg,Right Winger,Samsun Büyüksehir Belediye Spor,Samsun,,,25
55,Kemal Bayraktar,264562,https://img.a.transfermarkt.technology/portrait/big/264562-1604179203.jpeg,Right Winger,Karaköprü Belediye Spor,Samsun,180,,24
55,Burhan Arman,267952,https://img.a.transfermarkt.technology/portrait/big/267952-1500818059.jpg,Left Winger,Ankara Demirspor,Samsun,177,100000,26
55,Emrah Öztürk,268940,https://img.a.transfermarkt.technology/portrait/big/268940-1641660104.jpg,Left-Back,Efeler 09 Spor FK,Samsun,,,29
52,Canberk Dilaver,269510,https://img.a.transfermarkt.technology/portrait/big/269510-1538769257.jpg,Left-Back,24 Erzincanspor,Samsun,179,125000,29
,Serhat Keskinsoy,269518,https://img.a.transfermarkt.technology/portrait/big/269518-1575124083.jpg,Centre-Back,Samsun Büyüksehir Belediye Spor,Samsun,180,,27
55,Doganay Kilic,270576,https://img.a.transfermarkt.technology/portrait/big/270576-1583963658.png,Attacking Midfield,Bursa Yildirim Spor,Samsun,177,25000,26
57,Melih Kabasakal,275683,https://img.a.transfermarkt.technology/portrait/big/275683-1517069086.jpg,Defensive Midfield,Istanbulspor,Samsun,178,575000,26
,Enes Cebeci,292202,https://img.a.transfermarkt.technology/portrait/big/292202-1480818895.JPG,Centre-Forward,,Samsun,180,,26
7,Berat Eyüpoglu,292474,https://img.a.transfermarkt.technology/portrait/big/292474-1590321371.jpg,Right Winger,Kepez Belediyespor,Samsun,180,,28
,Ömer Tunc,292543,https://img.a.transfermarkt.technology/portrait/big/292543-1447940257.JPG,Right-Back,,Samsun,173,,32
,Ugur Demiroglu,292969,https://img.a.transfermarkt.technology/portrait/big/292969-1463170609.jpg,Defensive Midfield,,Samsun,,,29
55,Ömercan Öndas,292987,https://img.a.transfermarkt.technology/portrait/big/292987-1660832863.jpg,Centre-Back,Karaman FK,Samsun,,,29
,Gökhan Sen,292992,https://img.a.transfermarkt.technology/portrait/big/292992-1463781501.jpg,Central Midfield,Atakum Belediyespor,Samsun,,,29
,Burak Özcan,293578,https://img.a.transfermarkt.technology/portrait/big/293578-1463085082.jpg,midfield,Atakum Belediyespor,Samsun,,,32
,Utku Bektas,293650,https://img.a.transfermarkt.technology/portrait/big/293650-1462307140.jpg,Goalkeeper,Samsun Yolspor,Samsun,,,32
,Batinay Ak,293953,https://img.a.transfermarkt.technology/portrait/big/293953-1475962509.jpg,Defensive Midfield,Sinopspor,Samsun,,,27
,Halim Bosnak,293966,https://img.a.transfermarkt.technology/portrait/big/293966-1475948674.jpg,Left Winger,,Samsun,,,28
,Berkan Kahvecioglu,294011,https://img.a.transfermarkt.technology/portrait/big/294011-1654726956.jpg,Centre-Back,TKI Tavsanli Linyitspor,Samsun,,,28
,Kadir Kahvecioglu,294012,https://img.a.transfermarkt.technology/portrait/big/294012-1597757134.jpeg,Goalkeeper,Aliaga FK,Samsun,190,,26
,Dogukan Uzunoglu,294048,https://img.a.transfermarkt.technology/portrait/big/294048-1463092438.jpg,Left Winger,,Samsun,,,32
,Yunus Aydin,294166,https://img.a.transfermarkt.technology/portrait/big/294166-1468709476.jpg,Right-Back,1930 Bafra Spor,Samsun,,,31
,Murat Bilgin,294921,https://img.a.transfermarkt.technology/portrait/big/294921-1471596965.jpg,midfield,Termespor,Samsun,,,34
,Burak Deniz Odabas,296047,https://img.a.transfermarkt.technology/portrait/big/296047-1475961472.jpg,midfield,,Samsun,,,31
55,Yasin Dülger,296919,https://img.a.transfermarkt.technology/portrait/big/296919-1614809738.jpeg,Left Winger,24 Erzincanspor,Samsun,178,50000,26
,Mert Bayram,314037,https://img.a.transfermarkt.technology/portrait/big/314037-1555101300.jpeg,Left Winger,1930 Bafra Spor,Samsun,,,21
,Enes Keles,320115,https://img.a.transfermarkt.technology/portrait/big/320115-1581385142.jpg,Left-Back,Bafra 1988 Futbol Kulübü,Samsun,,,25
,Ercan Pehlivan,328660,https://img.a.transfermarkt.technology/portrait/big/328660-1587247451.jpg,Left-Back,,Samsun,,,34
,Burcin Yüksel,328667,https://img.a.transfermarkt.technology/portrait/big/328667-1603749969.png,Centre-Back,Dogubayazit Futbol Spor Kulübü,Samsun,,,33
99,Ramazan Keskin,330839,https://img.a.transfermarkt.technology/portrait/big/330839-1603581512.jpg,Central Midfield,GMG Kastamonuspor ,Samsun,,150000,23
6,Celil Yüksel,336074,https://img.a.transfermarkt.technology/portrait/big/336074-1663339595.png,Central Midfield,Samsunspor,Samsun,171,650000,24
