55, 166
58, 190
62, 213
67, 237
74, 261
87, 282
105, 299
128, 310
154, 312
179, 307
199, 294
216, 275
227, 253
232, 228
234, 202
235, 176
234, 150
63, 144
70, 125
87, 116
107, 115
126, 121
152, 118
169, 109
190, 108
209, 114
220, 132
141, 142
143, 157
144, 171
146, 187
127, 210
137, 211
146, 211
156, 210
165, 208
82, 158
91, 151
103, 149
117, 155
104, 159
92, 160
167, 151
178, 144
191, 144
202, 149
192, 154
179, 154
113, 246
125, 239
137, 235
148, 237
158, 234
171, 237
186, 242
173, 252
161, 255
149, 256
138, 255
126, 253
119, 246
137, 243
148, 244
159, 242
180, 242
159, 243
149, 245
138, 244
