47, 207
51, 231
57, 255
64, 277
71, 300
85, 319
105, 334
130, 343
158, 344
186, 339
208, 328
224, 309
234, 288
237, 265
240, 241
241, 219
241, 195
64, 182
76, 168
94, 163
113, 163
131, 168
157, 165
176, 159
195, 157
213, 162
225, 176
146, 181
147, 197
148, 213
150, 230
131, 243
140, 246
151, 249
160, 245
169, 241
86, 193
96, 185
108, 184
121, 192
109, 194
96, 195
171, 189
182, 181
195, 180
205, 187
196, 191
183, 191
115, 281
130, 272
142, 266
151, 268
161, 265
174, 269
190, 277
176, 284
164, 287
154, 288
144, 287
131, 286
121, 281
142, 275
152, 275
162, 274
184, 277
163, 275
153, 276
143, 276
