67, 155
66, 181
66, 207
67, 233
73, 257
85, 277
103, 296
123, 310
147, 315
169, 315
188, 304
203, 289
216, 273
224, 255
232, 236
238, 215
244, 193
96, 157
112, 149
132, 151
149, 159
165, 171
186, 173
202, 168
219, 166
234, 169
241, 182
174, 186
173, 201
172, 216
170, 232
147, 236
156, 239
165, 244
174, 243
182, 241
117, 176
128, 173
140, 175
147, 185
136, 186
125, 183
190, 193
199, 186
210, 187
218, 194
210, 198
199, 197
117, 256
134, 258
151, 259
160, 263
169, 262
181, 265
191, 269
178, 279
165, 282
156, 281
146, 279
131, 271
123, 259
149, 267
159, 269
168, 270
186, 270
167, 270
158, 270
148, 267
