51, 191
55, 217
61, 243
67, 268
76, 292
91, 312
110, 329
133, 341
160, 343
186, 339
209, 327
227, 310
241, 288
247, 263
249, 235
250, 207
250, 180
71, 186
81, 172
98, 166
117, 166
135, 169
157, 166
175, 160
193, 158
212, 162
224, 174
147, 183
147, 199
146, 216
147, 233
131, 244
140, 247
150, 249
160, 245
170, 242
92, 193
102, 186
113, 184
125, 189
114, 191
103, 193
171, 186
181, 179
193, 179
203, 184
194, 186
182, 186
117, 275
130, 270
143, 267
154, 268
165, 265
179, 266
193, 269
181, 283
168, 290
156, 292
145, 292
131, 287
123, 276
144, 274
154, 274
166, 271
188, 270
167, 278
155, 280
145, 279
