44, 200
47, 226
53, 251
59, 276
68, 299
83, 319
101, 335
123, 347
148, 348
174, 344
197, 329
218, 313
233, 294
241, 269
244, 243
247, 216
249, 188
55, 186
65, 170
83, 165
102, 167
121, 172
146, 169
166, 163
186, 160
207, 165
222, 177
135, 182
135, 200
136, 219
137, 238
118, 245
128, 249
140, 253
152, 247
162, 243
78, 193
88, 187
100, 185
111, 190
100, 193
89, 195
165, 188
177, 182
189, 183
200, 187
189, 189
178, 189
103, 279
117, 273
132, 269
142, 270
154, 267
170, 269
185, 272
170, 286
156, 294
143, 297
133, 298
118, 293
109, 280
133, 277
143, 277
155, 274
178, 274
155, 280
142, 283
132, 283
