40, 198
41, 225
45, 252
48, 279
56, 305
71, 327
91, 345
114, 362
143, 367
172, 364
197, 347
219, 328
238, 305
247, 278
251, 251
255, 223
257, 196
54, 184
65, 167
86, 161
107, 163
127, 169
158, 169
180, 163
202, 161
223, 168
237, 183
145, 190
144, 208
144, 226
144, 245
123, 254
133, 257
144, 260
155, 257
165, 254
85, 195
95, 191
106, 191
116, 196
105, 197
94, 196
175, 195
184, 191
196, 190
207, 195
197, 196
186, 196
98, 280
115, 278
131, 276
144, 277
157, 276
174, 277
191, 279
176, 298
158, 307
144, 309
130, 307
114, 299
104, 282
131, 282
144, 284
157, 282
185, 281
158, 294
144, 296
131, 294
