56, 190
57, 217
60, 243
65, 269
71, 292
82, 313
98, 330
120, 342
145, 346
171, 343
193, 330
210, 312
223, 292
229, 269
234, 244
237, 218
238, 192
68, 178
79, 165
96, 160
114, 164
132, 171
166, 172
183, 165
200, 162
218, 166
227, 179
148, 190
148, 209
147, 226
147, 245
129, 256
138, 259
147, 261
157, 259
166, 256
89, 192
99, 185
113, 185
123, 196
111, 198
98, 198
172, 196
183, 186
197, 185
206, 193
197, 199
184, 199
111, 287
125, 284
138, 281
148, 283
157, 281
169, 284
183, 287
170, 296
157, 299
147, 300
138, 299
125, 296
117, 288
138, 288
147, 289
157, 288
178, 288
157, 287
148, 288
138, 287
