115, 122
115, 134
115, 146
117, 159
121, 170
129, 179
139, 187
149, 193
161, 196
173, 194
183, 188
191, 181
198, 172
202, 161
205, 150
207, 138
207, 127
127, 113
133, 107
141, 104
150, 105
158, 108
173, 109
181, 107
189, 107
197, 110
201, 117
165, 118
165, 126
164, 134
164, 142
154, 146
159, 148
163, 149
168, 148
173, 147
137, 120
142, 117
148, 117
153, 121
147, 122
142, 122
175, 122
180, 118
186, 119
191, 123
186, 124
180, 124
145, 161
151, 158
158, 156
163, 158
167, 157
174, 158
179, 162
174, 169
168, 172
163, 172
158, 172
151, 168
148, 161
158, 160
163, 161
167, 160
177, 163
168, 165
163, 166
158, 165
