64, 216
65, 244
68, 270
73, 296
83, 321
102, 342
129, 357
160, 367
191, 369
216, 364
234, 351
248, 333
255, 311
258, 287
261, 264
264, 241
263, 219
110, 195
129, 184
149, 182
170, 185
190, 191
213, 190
228, 184
244, 180
259, 182
267, 193
203, 206
206, 219
209, 232
212, 246
185, 266
196, 268
207, 270
214, 268
220, 265
133, 211
146, 205
159, 205
169, 212
159, 215
146, 215
218, 212
230, 204
242, 204
250, 211
243, 214
231, 214
162, 308
178, 293
194, 285
204, 287
213, 285
222, 293
227, 308
221, 317
212, 321
202, 322
192, 321
177, 317
170, 306
194, 296
203, 296
212, 296
221, 307
212, 308
202, 309
193, 308
